qid,question,gold,pred,scorex,scorey
"5728eef92ca10214002daab0","What type of punishment is sometimes offered to civil disobedients?","plea bargain","plea bargain",1.000000,1.000000
"5728eef92ca10214002daab1","What is usually the goal of taking a plea bargain?","no jail time","solidarity",0.000000,0.000000
"5728eef92ca10214002daab2","When many people are arrested, what is a common tactic negotiating?","solidarity tactics","solidarity tactics",1.000000,1.000000
"5728eef92ca10214002daab3","What type of plea is sometimes taken as an act of disobedience?","blind plea","a blind plea",1.000000,1.000000
"5728eef92ca10214002daab4","Which famous Indian took a plea and put himself at the mercy of the courts?","Mohandas Gandhi","Mohandas Gandhi",1.000000,1.000000
"5a668ef8f038b7001ab0bfdc","What did the prosecution propose in Ghandi's trial?","","plea bargain",0.000000,0.000000
"5a668ef8f038b7001ab0bfdd","What group decided to enter a blind plea without any jailtime?","","activists",0.000000,0.000000
"5a668ef8f038b7001ab0bfde","What did Ghandi decide to use so that everyone would have the same deal?","","solidarity tactics",0.000000,0.000000
"5a668ef8f038b7001ab0bfdf","How did the Camden 28 decide to submit themselves to the court after pleading guilty?","","offered an opportunity to plead guilty to one misdemeanor count and receive no jail time",0.000000,0.000000
"5a668ef8f038b7001ab0bfe0","How did the Camden 28 describe their actions to the court?","","the defendants were offered an opportunity to plead guilty to one misdemeanor count and receive no jail time",0.000000,0.000000
"5728f50baf94a219006a9e55","What way do some people perform civil disobedience in a constructive way?","defiant speech","defiant speech, or a speech explaining their actions",0.000000,0.444444
"5728f50baf94a219006a9e56","Why would one want to give a speech?","explaining their actions","mistreatment from government officials",0.000000,0.000000
"5728f50baf94a219006a9e57","Why is giving a defiant speech sometimes more harmful for the individual?","lack of remorse","an attempt to avoid responsibility for her actions, and even a likelihood of repeating her illegal actions",0.000000,0.111111
"5728f50baf94a219006a9e58","Why would one want to give more punishment?","likelihood of repeating","an attempt to avoid responsibility for her actions, and even a likelihood of repeating her illegal actions",0.000000,0.571429
"5728f50baf94a219006a9e59","What type of treatment do civil disobedients usually receive?","mistreatment from government officials","mistreatment",1.000000,1.000000
"5a66938ff038b7001ab0bff8","What do some government officials give in response to illegal actions?","","mistreatment",0.000000,0.000000
"5a66938ff038b7001ab0bff9","Why did the Navy give a speech in court?","","mistreatment from government officials",0.000000,0.000000
"5a66938ff038b7001ab0bffa","By how much did the Navy increase the defendant's sentence?","","60 days",0.000000,0.000000
"5a66938ff038b7001ab0bffb","What did speeches given by the Navy mention about their treatment by protesters?","","government officials",0.000000,0.000000
"5a66938ff038b7001ab0bffc","In the US v. Burgos-Andujar, why was a member of the Navy's sentence increased?","","the ones who are violating the greater law",0.000000,0.000000
"5728facd4b864d1900165170","What is the primary goal of pleading not guilty when arrested for Civil Disobedience?","acquittal and avoid imprisonment","win an acquittal and avoid imprisonment or a fine",1.000000,1.000000
"5728facd4b864d1900165171","What is a secondary goal of pleading not guilty?","use the proceedings as a forum","inform the jury and the public of the political circumstances surrounding the case and their reasons for breaking the law via civil disobedience",0.000000,0.562500
"5728facd4b864d1900165172","What would someone who is civilly disobedient do in court?","inform the jury and the public of the political circumstances","seek jury nullification",0.000000,0.285714
"5728facd4b864d1900165173","What US war has a large amount of Civil Disobedients?","Vietnam War","Vietnam War",1.000000,1.000000
"5728facd4b864d1900165174","What can sympathetic Jurors in cases with civil disobedients?","jury nullification","not inform jurors of their nullification prerogative",0.000000,0.250000
"5a66978af038b7001ab0c028","What defense was used by Steven Barkan?","","civil disobedience",0.000000,0.000000
"5a66978af038b7001ab0c029","What kind of press coverage is there when defendants plead not guilty?","","reduced",0.000000,0.000000
"5a66978af038b7001ab0c02a","What is the main goal of trying to get jury nullification during trial?","","win an acquittal and avoid imprisonment or a fine",0.000000,0.000000
"5a66978af038b7001ab0c02b","What plea was entered in the case the US v. Dougherty?","","not guilty",0.000000,0.000000
"5a66978af038b7001ab0c02c","What did the judge have to let the jurors know about in the Chicago Eight case?","","political circumstances surrounding the case",0.000000,0.000000
"5728fb6a1d04691400778ef5","What needs to be avoided with civil disobedience?","general disobedience","punishment",0.000000,0.000000
"5728fb6a1d04691400778ef6","Why should disobedience by the general public be avoided?","neither conscientious nor of social benefit","neither conscientious nor of social benefit",1.000000,1.000000
"5728fb6a1d04691400778ef7","What is one main reason that civil disobedience is not recognized?","breaking the law for self-gratification","breaking the law for self-gratification",1.000000,1.000000
"5728fb6a1d04691400778ef8","Why should someone not commit a crime when they are protesting?","not being a civil disobedient","a protestor who attempts to escape punishment",0.000000,0.000000
"5728fb6a1d04691400778ef9","For what reason would someone avoid crimes while protesting?","avoiding attribution","avoiding attribution, or by denying having committed the crime, or by fleeing the jurisdiction",0.000000,0.285714
"5a669ee5f038b7001ab0c068","What does a great amount of self-gratification undermine?","","the law",0.000000,0.000000
"5a669ee5f038b7001ab0c069","What should happen if you focus only on self-gratification?","","civil disobedience",0.000000,0.000000
"5a669ee5f038b7001ab0c06a","What is one reason securing an amendment of the law is not recognized?","","breaking the law for self-gratification",0.000000,0.000000
"5a669ee5f038b7001ab0c06b","What does being conscientious toward the law lead to?","","social benefit",0.000000,0.000000
"5a669ee5f038b7001ab0c06c","Why should winning your case be avoided by the public?","","self-gratification",0.000000,0.000000
"5728fc9e1d04691400778f11","What is violating a law which is not the goal of the protest called?","Indirect civil disobedience","Indirect civil disobedience",1.000000,1.000000
"5728fc9e1d04691400778f12","When the law is a direct target of the protest, what is this called?","direct civil disobedience","direct civil disobedience",1.000000,1.000000
"5728fc9e1d04691400778f13","What US war caused a high amount of civil disobedience?","Vietnam War","Vietnam War",1.000000,1.000000
"5728fc9e1d04691400778f14","What type of defense is sometimes used in court by protestors?","competing harms defense","The necessity defense",1.000000,1.000000
"5728fc9e1d04691400778f15","Why are people who distribute leaflets inside courthouses not been arrested?","the leaflets will have to be given to the leafleter's own jury as evidence","prosecutors",0.000000,0.000000
"5a66a156f038b7001ab0c072","What does indirect civil disobedience protest a law by doing?","","violating a law",0.000000,0.000000
"5a66a156f038b7001ab0c073","What does direct civil disobedience do to the law that isn't being protested?","","breaking that law",0.000000,0.000000
"5a66a156f038b7001ab0c074","Who passed out educational leaflets in courtrooms during the Vietnam War?","","Fully Informed Jury Association activists",0.000000,0.000000
"5a66a156f038b7001ab0c075","What did Carter Wentworth hand out in court to escape prosecution?","","educational leaflets",0.000000,0.000000
"5a66a156f038b7001ab0c076","If he was arrested, what would happen to the leaflets that were handed out by Carter Wentworth in court","","the leaflets will have to be given to the leafleter's own jury as evidence",0.000000,0.000000
"5728fd3c3f37b31900477f2b","What is the main goal of criminal punishment of civil disobedients?","incapacitation","achieving crime control",1.000000,1.000000
"5728fd3c3f37b31900477f2d","What should be the main goal of not using punishment in a just system?","would do more harm than good","achieving crime control",0.000000,0.000000
"5728fd3c3f37b31900477f2e","Who decides the fate of protesters most of the time?","the state","judges",1.000000,1.000000
"5728fd3c3f37b31900477f2f","What should the punishment rely on instead in a just society?","moral reasons to follow this law","utilitarian grounds",0.000000,0.000000
"5a66a55af038b7001ab0c07c","What is a major reason judges use morality against crime?","","threat of punishment",0.000000,0.000000
"5a66a55af038b7001ab0c07d","What does focusing on morality help a judge to achieve?","","moral reasons to follow this law",0.000000,0.000000
"5a66a55af038b7001ab0c07e","Who decides if a law is moral?","","judges",0.000000,0.000000
